timestamp,btc_target_price,btc_realtime_price,up_price,down_price,cycle_slug
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4500,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329059,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5600,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
1766329060,87883.32,88018.59,0.5900,0.4400,btc-updown-15m-1766328300
